dataset,provider,pipeline,pipeline_role_ratio,pipeline_debug_counters,pipeline_timing,pipeline_component_timing,pipeline_delta_mode,pipeline_fold_psc,pipeline_dedicated_warps,pipeline_helper_warps,pipeline_ticket_chunk,pipeline_static_waves,pipeline_binned_threshold,pipeline_low_subwarp_size,pipeline_high_low_ratio,direct_cusparse_primitive,direct_cusparse_algorithm,fanout_binning,spike_block,block_hash,block_stats,block_edge_budget,long_segment_size,long_warp_spec_mode,long_warp_spec_chunk,long_warp_spec_stages,long_warp_spec_threshold,tile_reduce,hash_aggregation,hash_capacity,hash_max_probes,hash_min_edges,hash_used_slots,reorder,reorder_window,reorder_extreme_threshold,reorder_preprocess_ms,input_permutation_ms,output_restore_ms,end_to_end_time_ms,grid_blocks,pipeline_update_smem_kb,timing_mode,total_time_ms,timestep_count,time_per_timestep_us,n_neuron,batch_size,graph_synapses,average_fanout,input_event_rate,lane_row_threshold,hash_max_edges,active_neurons,unique_active_neurons,active_synapses,active_synapses_per_second,warmup,repeat,correctness,spike_mismatches,spike_mismatch_rate,v_max_abs_diff,psc_max_abs_diff,v_max_normalized_error,psc_max_normalized_error,state_compared_neurons,state_excluded_neurons,correctness_mode,static_block_edges_p99_before,static_block_edges_p99_after,static_block_max_fanout_before,static_block_max_fanout_after,static_edges_per_unique_post_before,static_edges_per_unique_post_after,connectome_root,weight_scale,microns_variant,multiarea_n_scaling,multiarea_k_scaling,multiarea_seed,multiarea_max_nnz
flybrain,persistent,False,,False,False,False,allocate,True,,,,,,,,,,False,True,False,False,512,512,-1,128,3,256,off,512,512,4,256,True,identity,256,256,0.09532598778605461,0.0,0.0,8.246944427490234,auto,32,normal,8.246944427490234,128,64.42925333976746,138639,1,15091983,108.85813515677407,0.01,4,96,4801378,83575,518565492,62879712184.239044,10,30,passed,0,0.0,33.078125,1.6630859375,0.07830203324556351,0.07845564931631088,138639,0,causal_masked_state,7117.68,7117.68,9783,9783,1.0411622424695193,1.0411622424695193,default,0.275,,,,,
