dataset,provider,direct_cusparse_primitive,direct_cusparse_algorithm,fanout_binning,spike_block,block_hash,block_stats,grid_blocks,timing_mode,total_time_ms,timestep_count,time_per_timestep_us,n_neuron,batch_size,graph_synapses,average_fanout,input_event_rate,lane_row_threshold,hash_capacity,hash_max_probes,hash_min_edges,hash_max_edges,active_neurons,unique_active_neurons,active_synapses,active_synapses_per_second,warmup,repeat,correctness
mice_column_v1,persistent,,,False,True,False,False,850,normal,8.791711807250977,128,68.68524849414825,4166,1,726404,174.36485837734037,0.01,4,128,8,64,96,320602,4166,68827618,7828693604.723749,10,30,skipped
