schema_version,run_id,dataset,requested_average_firing_partition,actual_average_firing_partition,requested_firing_rate_hz,actual_firing_rate_hz,n_active_per_step,spike_seed,repeat,timestep,update_phase_elapsed_us,current_phase_elapsed_us
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,0,345.2799916267395,86.87999844551086
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,1,149.05600249767303,27.23200060427189
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,2,130.78400492668152,25.34399926662445
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,3,125.76000392436981,25.21600015461445
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,4,125.59999525547028,25.472000241279602
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,5,125.05599856376648,24.351999163627625
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,6,129.12000715732574,24.064000695943832
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,7,131.45600259304047,23.552000522613525
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,8,123.83999675512314,24.992000311613083
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,9,121.79200351238251,24.064000695943832
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,10,121.85599654912949,24.224000051617622
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,11,125.05599856376648,23.32800067961216
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,12,125.5359947681427,23.360000923275948
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,13,121.69600278139114,22.495999932289124
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,14,120.86399644613266,23.231999948620796
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,15,120.80000340938568,23.96799996495247
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,16,119.71200257539749,22.87999913096428
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,17,122.56000190973282,22.592000663280487
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,18,126.88000500202179,22.495999932289124
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,19,119.39200013875961,22.752000018954277
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,20,119.87199634313583,22.5600004196167
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,21,120.09599804878235,23.679999634623528
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,22,119.74400281906128,22.752000018954277
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,23,119.74400281906128,22.975999861955643
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,24,121.95199728012085,22.592000663280487
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,25,121.18399888277054,23.135999217629433
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,26,120.57600170373917,22.6879995316267
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,27,121.60000205039978,24.447999894618988
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,28,119.1679984331131,21.95199951529503
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,29,118.97599697113037,22.175999358296394
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,30,126.01600587368011,22.52800017595291
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,31,119.45600062608719,22.84800074994564
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,32,119.58400160074234,22.175999358296394
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,33,118.52800101041794,22.431999444961548
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,34,120.70400267839432,23.679999634623528
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,35,118.49600076675415,22.048000246286392
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,36,123.29600006341934,23.04000034928322
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,37,120.7680031657219,23.00800010561943
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,38,119.39200013875961,22.52800017595291
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,39,118.46400052309036,22.048000246286392
5,20260825T093715Z,uniform,0.01,0.010009765625,10.0,10.009765625,164,42,0,40,120.44800072908401,23.711999878287315
