requested_firing_rate_hz,eager_update_kernel_active_ms,cudagraph_update_kernel_active_ms,eager_propagation_kernel_active_ms,cudagraph_propagation_kernel_active_ms,update_relative_difference,propagation_relative_difference,consistency_status
0.0,1.2887079444444434,1.2728675000000036,0.9899294444444392,0.9624214999999984,0.012291725609923606,0.02778778285545252,ok
10.0,1.4451866000000009,1.424059250000006,0.9766587499999957,0.9530914500000005,0.014619115621467062,0.024130536894278874,ok
20.0,1.4723712500000035,1.4515853499999964,0.9781178500000021,0.9581941500000006,0.014117295485093837,0.020369426853830946,ok
30.0,1.5759568823529553,1.5822801176470542,1.1072227058823498,1.0477938235294066,0.003996280572305984,0.05367382915579219,ok
40.0,1.5596885000000034,1.5343116999999995,0.9913574000000018,0.9653668000000009,0.016270428357972638,0.026217184639970335,ok
50.0,1.6838275714285744,1.670831000000003,1.0872457142857108,1.040069928571427,0.007718469307130391,0.04339017859019749,ok
