requested_firing_rate_hz,eager_update_kernel_active_ms,cudagraph_update_kernel_active_ms,eager_propagation_kernel_active_ms,cudagraph_propagation_kernel_active_ms,update_relative_difference,propagation_relative_difference,consistency_status
0.0,1.4735366666666694,1.3878658888888933,21.56886588888888,21.525233222222234,0.058139562941161474,0.002022946727538568,ok
10.0,1.7785134,1.6865412999999951,20.552373699999997,20.514196400000003,0.05171290809504437,0.0018575615915349898,ok
20.0,1.8190513750000141,1.8416305,20.544263250000014,20.516651750000005,0.012260399140862308,0.0013440004961000319,ok
30.0,1.899749999999992,1.846975285714249,21.424255142857152,21.34468628571429,0.027779820653108734,0.003713961424203431,ok
40.0,1.8379027999999906,1.7919129000000076,20.545285600000007,20.522350499999998,0.025023031685888545,0.0011163193564955184,ok
50.0,1.8472859999999773,1.836421700000012,20.56086350000001,20.5191108,0.005881222506945558,0.0020306880593809018,ok
