schema_version,run_id,dataset,dataset_replicas,n_neuron,edge_count,mean_fanout,t_steps,warmup_steps,seed,timing_method,update_backend,current_backend,cusparse_primitive,cusparse_algorithm,baseline_cuda_graph,cudagraph_proxy_requested,kernel_active_profile_requested,component_consistency_rtol,requested_average_firing_partition,actual_average_firing_partition,requested_firing_rate_hz,actual_firing_rate_hz,n_active_per_step,spike_seed,repeat,cudagraph_status,eager_kernel_profile_status,cudagraph_kernel_profile_status,component_consistency_status,eager_wall_total_ms,eager_gpu_total_ms,eager_host_submission_ms,eager_boundary_ms,instrumented_wall_total_ms,instrumented_gpu_total_ms,update_phase_elapsed_ms,current_phase_elapsed_ms,raw_inter_phase_residual_ms,inter_phase_residual_ms,instrumentation_wall_delta_ms,cudagraph_wall_total_ms,cudagraph_gpu_total_ms,cudagraph_host_submission_ms,raw_graph_removable_wall_ms,raw_graph_removable_gpu_ms,graph_removable_wall_ms,graph_removable_gpu_ms,eager_update_kernel_active_ms,eager_propagation_kernel_active_ms,eager_non_kernel_critical_path_residual_ms,cudagraph_update_kernel_active_ms,cudagraph_propagation_kernel_active_ms,cudagraph_non_kernel_critical_path_residual_ms,eager_update_kernel_count,eager_propagation_kernel_count,eager_ignored_device_event_count,eager_cpu_kernel_launch_count,eager_cpu_graph_launch_count,eager_cpu_launch_api_count,cudagraph_update_kernel_count,cudagraph_propagation_kernel_count,cudagraph_ignored_device_event_count,cudagraph_cpu_kernel_launch_count,cudagraph_cpu_graph_launch_count,cudagraph_cpu_launch_api_count,eager_wall_us_per_step,eager_gpu_us_per_step,eager_host_submission_us_per_step,update_phase_elapsed_us_per_step,current_phase_elapsed_us_per_step,inter_phase_residual_us_per_step,cudagraph_wall_us_per_step,cudagraph_gpu_us_per_step,cudagraph_host_submission_us_per_step,graph_removable_wall_us_per_step,graph_removable_gpu_us_per_step,eager_update_kernel_active_us_per_step,eager_propagation_kernel_active_us_per_step,eager_non_kernel_critical_path_residual_us_per_step,cudagraph_update_kernel_active_us_per_step,cudagraph_propagation_kernel_active_us_per_step,cudagraph_non_kernel_critical_path_residual_us_per_step,update_fraction_of_instrumented_gpu,current_fraction_of_instrumented_gpu,inter_phase_fraction_of_instrumented_gpu,graph_removable_wall_fraction_of_eager
5,20260825T093704Z,mice_column_v1,2,8332,1452808,174.36485837734037,128,100,42,separate_eager_and_cudagraph_wall_cupti_profiles_plus_phase_events,pytorch_cuda_eager,cusparse_direct_eager,SpMV,CUSPARSE_SPMV_ALG_DEFAULT,False,True,True,0.15,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,ok,ok,ok,ok,12.300590053200722,12.263968467712402,11.945367034059018,0.0366215854883194,20.922321011312306,20.877792358398438,15.454911969602108,2.9986240081489086,2.424256380647421,2.424256380647421,8.621730958111584,2.7157869772054255,2.700608015060425,0.011313008144497871,9.584803075995296,9.563360452651978,9.584803075995296,9.563360452651978,1.5087180000000044,1.278916000000002,9.512956053200714,1.4221620000000603,1.253596999999987,0.04002797720537821,1664,384,0,2048,0,2048,1664,384,0,0,1,1,96.09835979063064,95.81225365400314,93.32317995358608,120.74149976251647,23.42675006366335,18.939502973807976,21.217085759417387,21.09850011765957,0.08838287612888962,74.88127403121325,74.71375353634357,11.786859375000034,9.991531250000016,74.31996916563058,11.110640625000471,9.793726562499899,0.31271857191701724,0.7402560435651193,0.14362744665111407,0.11611650978376666,0.7792149022559488
5,20260825T093704Z,mice_column_v1,2,8332,1452808,174.36485837734037,128,100,42,separate_eager_and_cudagraph_wall_cupti_profiles_plus_phase_events,pytorch_cuda_eager,cusparse_direct_eager,SpMV,CUSPARSE_SPMV_ALG_DEFAULT,False,True,True,0.15,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,1,ok,ok,ok,ok,15.355928975623101,15.339712142944336,15.217545966152102,0.01621683267876506,21.037163969594985,20.998592376708984,15.513760030269623,3.017503999173641,2.4673283472657204,2.4673283472657204,5.681234993971884,3.2384569640271366,3.2200961112976074,0.42501703137531877,12.117472011595964,12.119616031646729,12.117472011595964,12.119616031646729,1.5068900000000067,1.27995399999997,12.569084975623124,1.42084,1.2556820000000024,0.561934964027134,1664,384,0,2048,0,2048,1664,384,0,0,1,1,119.96819512205548,119.84150111675262,118.8870778605633,121.20125023648143,23.574249993544072,19.27600271301344,25.300445031462004,25.157000869512558,3.320445557619678,94.66775009059347,94.68450024724007,11.772578125000052,9.999640624999767,98.19597637205565,11.100312500000001,9.81001562500002,4.3901169064619845,0.738799999159802,0.14370029881243693,0.11749970202776105,0.7891070628701101
5,20260825T093704Z,mice_column_v1,2,8332,1452808,174.36485837734037,128,100,42,separate_eager_and_cudagraph_wall_cupti_profiles_plus_phase_events,pytorch_cuda_eager,cusparse_direct_eager,SpMV,CUSPARSE_SPMV_ALG_DEFAULT,False,True,True,0.15,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,2,ok,ok,ok,ok,15.252781042363495,15.234720230102539,15.331485017668456,0.018060812260955572,20.84046503296122,20.79955291748047,15.45939202606678,2.9605120085179806,2.379648882895708,2.379648882895708,5.587683990597725,4.125031991861761,4.107264041900635,0.37969101686030626,11.127749050501734,11.127456188201904,11.127749050501734,11.127456188201904,1.507609999999985,1.2787550000000047,12.466416042363505,1.420984000000024,1.2551300000000023,1.4489179918617345,1664,384,0,2048,0,2048,1664,384,0,0,1,1,119.1623518934648,119.02125179767609,119.77722670053481,120.77650020364672,23.129000066546723,18.59100689762272,32.226812436420005,32.08800032734871,2.9663360692211427,86.9355394570448,86.93325147032738,11.778203124999884,9.990273437500036,97.39387533096489,11.101437500000188,9.805703125000019,11.3196718114198,0.7432559770587337,0.1423353675083031,0.11440865543296323,0.7295554180968845
5,20260825T093704Z,mice_column_v1,2,8332,1452808,174.36485837734037,128,100,42,separate_eager_and_cudagraph_wall_cupti_profiles_plus_phase_events,pytorch_cuda_eager,cusparse_direct_eager,SpMV,CUSPARSE_SPMV_ALG_DEFAULT,False,True,True,0.15,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,3,ok,ok,ok,ok,15.382412995677441,15.367744445800781,15.273455996066332,0.014668549876660109,20.824426028411835,20.79155158996582,15.429311953485012,2.958112007007003,2.4041276294738054,2.4041276294738054,5.442013032734394,3.1426390050910413,3.1247360706329346,0.31889701494947076,12.2397739905864,12.243008375167847,12.2397739905864,12.243008375167847,1.5116710000000293,1.2807019999999683,12.590039995677444,1.4181160000000133,1.2541740000000012,0.47034900509102684,1664,384,0,2048,0,2048,1664,384,0,0,1,1,120.17510152873001,120.0605034828186,119.32387496926822,120.54149963660166,23.11025005474221,18.782247105264105,24.55186722727376,24.4120005518198,2.4913829292927403,95.62323430145625,95.6485029309988,11.80992968750023,10.005484374999751,98.35968746623003,11.079031250000103,9.79823437500001,3.674601602273647,0.7420952633920467,0.1422747116398284,0.11563002496812493,0.795699217933224
5,20260825T093704Z,mice_column_v1,2,8332,1452808,174.36485837734037,128,100,42,separate_eager_and_cudagraph_wall_cupti_profiles_plus_phase_events,pytorch_cuda_eager,cusparse_direct_eager,SpMV,CUSPARSE_SPMV_ALG_DEFAULT,False,True,True,0.15,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,4,ok,ok,ok,ok,15.27199795236811,15.252511978149414,15.284669992979616,0.019485974218696356,20.834128954447806,20.79792022705078,15.461183987557888,2.9604160096496344,2.376320229843259,2.376320229843259,5.5621310020796955,2.9987189918756485,2.9821441173553467,0.2821410307660699,12.273278960492462,12.270367860794067,12.273278960492462,12.270367860794067,1.5079930000000668,1.2794850000000206,12.484519952368023,1.4206520000000467,1.2538539999999745,0.32421299187562735,1664,384,0,2048,0,2048,1664,384,0,0,1,1,119.31248400287586,119.1602498292923,119.41148432015325,120.790499902796,23.12825007538777,18.56500179565046,23.427492124028504,23.298000916838646,2.204226802859921,95.88499187884736,95.86224891245365,11.781195312500522,9.99597656250016,97.53531212787519,11.098843750000364,9.795734374999801,2.532913999028339,0.743400485181606,0.14234192541036744,0.11425758940802656,0.8036459275840421
5,20260825T093704Z,mice_column_v1,2,8332,1452808,174.36485837734037,128,100,42,separate_eager_and_cudagraph_wall_cupti_profiles_plus_phase_events,pytorch_cuda_eager,cusparse_direct_eager,SpMV,CUSPARSE_SPMV_ALG_DEFAULT,False,True,True,0.15,0.03,0.0300048007681229,30.0,30.0048007681229,250,43,0,ok,ok,ok,ok,15.615121985320002,15.58233642578125,15.336542041040957,0.03278555953875184,18.693684018217027,18.66111946105957,13.875232048332691,2.6705279983580112,2.115359414368868,2.115359414368868,3.0785620328970253,2.9970939503982663,2.9797120094299316,0.2610280062071979,12.618028034921736,12.602624416351318,12.618028034921736,12.602624416351318,1.5398010000000233,1.2795060000000225,12.795814985319955,1.451903999999979,1.255610000000002,0.28957995039828544,1664,384,0,2048,0,2048,1664,384,0,0,1,1,121.99314051031251,121.73700332641602,119.81673469563248,108.40025037759915,20.863499987171963,16.52624542475678,23.414796487486456,23.27900007367134,2.0392812984937336,98.57834402282606,98.45800325274467,12.029695312500182,9.996140625000175,99.96730457281215,11.342999999999837,9.809453125000015,2.262343362486605,0.7435369607534178,0.14310652712612665,0.11335651212045554,0.8080646469994998
5,20260825T093704Z,mice_column_v1,2,8332,1452808,174.36485837734037,128,100,42,separate_eager_and_cudagraph_wall_cupti_profiles_plus_phase_events,pytorch_cuda_eager,cusparse_direct_eager,SpMV,CUSPARSE_SPMV_ALG_DEFAULT,False,True,True,0.15,0.03,0.0300048007681229,30.0,30.0048007681229,250,43,1,ok,ok,ok,ok,13.709874998312443,13.696000099182129,13.686289952602237,0.013874899130314589,18.662351998500526,18.626272201538086,13.841727964580059,2.6674239970743656,2.1171202398836613,2.1171202398836613,4.9524770001880825,3.1058280146680772,3.088736057281494,0.2533739898353815,10.604046983644366,10.607264041900635,10.604046983644366,10.607264041900635,1.5351529999999975,1.2798779999999939,10.894843998312453,1.449013000000021,1.2529890000000046,0.4038260146680517,1664,384,0,2048,0,2048,1664,384,0,0,1,1,107.10839842431596,107.00000077486038,106.92414025470498,108.13849972328171,20.83924997714348,16.540001874091104,24.264281364594353,24.130750447511673,1.979484295588918,82.84411705972161,82.86925032734871,11.99338281249998,9.999046874999951,85.11596873681604,11.320414062500165,9.788976562500036,3.154890739594154,0.7431292646650499,0.14320761385920797,0.11366312147574208,0.773460515500661
5,20260825T093704Z,mice_column_v1,2,8332,1452808,174.36485837734037,128,100,42,separate_eager_and_cudagraph_wall_cupti_profiles_plus_phase_events,pytorch_cuda_eager,cusparse_direct_eager,SpMV,CUSPARSE_SPMV_ALG_DEFAULT,False,True,True,0.15,0.03,0.0300048007681229,30.0,30.0048007681229,250,43,2,ok,ok,ok,ok,13.662054960150272,13.645792007446289,13.641830009873956,0.01626295270398259,18.82658601971343,18.757984161376953,13.939263969659805,2.6795519962906837,2.139168195426464,2.139168195426464,5.16453105956316,3.160808002576232,3.145951986312866,0.3270559827797115,10.50124695757404,10.499840021133423,10.50124695757404,10.499840021133423,1.5357809999999585,1.2798719999999832,10.84640196015033,1.452335999999986,1.254432000000007,0.4540400025762388,1664,384,0,2048,0,2048,1664,384,0,0,1,1,106.734804376174,106.60775005817413,106.57679695214028,108.90049976296723,20.933999971020967,16.71225152676925,24.693812520126812,24.577749893069267,2.555124865466496,82.04099185604719,82.03000016510487,11.998289062499676,9.998999999999869,84.73751531367445,11.346374999999892,9.800250000000055,3.5471875201268652,0.7431109787565028,0.1428486117291821,0.11404040951431509,0.768643296210143
5,20260825T093704Z,mice_column_v1,2,8332,1452808,174.36485837734037,128,100,42,separate_eager_and_cudagraph_wall_cupti_profiles_plus_phase_events,pytorch_cuda_eager,cusparse_direct_eager,SpMV,CUSPARSE_SPMV_ALG_DEFAULT,False,True,True,0.15,0.03,0.0300048007681229,30.0,30.0048007681229,250,43,3,ok,ok,ok,ok,13.71985295554623,13.706591606140137,13.67246505105868,0.013261349406093359,18.655975989531726,18.623680114746094,13.81327997893095,2.6823359951376915,2.128064140677452,2.128064140677452,4.936123033985496,3.0371969914995134,2.982719898223877,0.24450599448755383,10.682655964046717,10.72387170791626,10.682655964046717,10.72387170791626,1.5389919999999975,1.2796770000000084,10.901183955546225,1.4502939999999578,1.2545789999999863,0.33232399149956926,1664,384,0,2048,0,2048,1664,384,0,0,1,1,107.18635121520492,107.08274692296982,106.81613321139594,107.91624983539805,20.955749962013215,16.625501099042594,23.72810149608995,23.30249920487404,1.9102030819340143,83.45824971911497,83.78024771809578,12.02337499999998,9.997476562500065,85.16549965270488,11.33042187499967,9.801398437499893,2.596281183590385,0.7417051782366954,0.14402824675955625,0.1142665750037484,0.7786275843232174
5,20260825T093704Z,mice_column_v1,2,8332,1452808,174.36485837734037,128,100,42,separate_eager_and_cudagraph_wall_cupti_profiles_plus_phase_events,pytorch_cuda_eager,cusparse_direct_eager,SpMV,CUSPARSE_SPMV_ALG_DEFAULT,False,True,True,0.15,0.03,0.0300048007681229,30.0,30.0048007681229,250,43,4,ok,ok,ok,ok,13.679640018381178,13.662976264953613,13.678484014235437,0.016663753427565098,18.717239028774202,18.67513656616211,13.879968002438545,2.6680639944970608,2.1271045692265034,2.1271045692265034,5.0375990103930235,3.183084016200155,3.167423963546753,0.3290959866717458,10.496556002181023,10.49555230140686,10.496556002181023,10.49555230140686,1.5363630000000241,1.2804109999999824,10.86286601838117,1.452498000000024,1.255380999999993,0.475205016200138,1664,384,0,2048,0,2048,1664,384,0,0,1,1,106.87218764360296,106.7420020699501,106.86315636121435,108.43725001905113,20.844249957008287,16.618004447082058,24.86784387656371,24.745499715209007,2.571062395873014,82.00434376703924,81.9965023547411,12.002835937500189,10.003210937499862,84.86614076860289,11.347640625000189,9.807664062499946,3.712539189063578,0.7432324766817483,0.14286717449399458,0.1139003488242571,0.7673122968204513
