schema_version,run_id,dataset,requested_average_firing_partition,actual_average_firing_partition,requested_firing_rate_hz,actual_firing_rate_hz,n_active_per_step,spike_seed,repeat,timestep,update_phase_elapsed_us,current_phase_elapsed_us
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,0,297.91998863220215,54.336000233888626
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,1,139.90400731563568,26.944000273942947
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,2,126.94400548934937,24.768000468611717
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,3,124.51200187206268,24.351999163627625
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,4,124.51200187206268,24.992000311613083
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,5,122.17599898576736,24.064000695943832
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,6,123.64800274372101,24.159999564290047
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,7,120.25599926710129,23.744000121951103
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,8,119.10399794578552,23.520000278949738
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,9,119.07199770212173,24.224000051617622
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,10,120.44800072908401,24.992000311613083
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,11,121.88799679279327,24.288000538945198
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,12,119.55200135707855,34.20799970626831
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,13,121.40800058841705,23.296000435948372
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,14,119.19999867677689,23.16799946129322
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,15,119.64800208806992,23.296000435948372
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,16,118.65600198507309,22.655999287962914
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,17,122.6240023970604,23.455999791622162
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,18,118.65600198507309,25.82399919629097
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,19,119.13599818944931,23.135999217629433
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,20,119.00799721479416,22.71999977529049
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,21,118.40000003576279,23.104000836610794
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,22,118.46400052309036,22.36800082027912
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,23,118.72000247240067,22.655999287962914
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,24,117.37599968910217,23.296000435948372
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,25,122.20799922943115,22.84800074994564
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,26,119.10399794578552,22.36800082027912
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,27,123.26399981975555,23.19999970495701
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,28,119.03999745845795,22.975999861955643
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,29,118.75200271606445,22.08000048995018
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,30,118.04799735546112,22.784000262618065
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,31,123.83999675512314,23.16799946129322
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,32,118.367999792099,23.00800010561943
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,33,117.85600334405899,22.624000906944275
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,34,118.49600076675415,22.175999358296394
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,35,117.95199662446976,22.6879995316267
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,36,119.10399794578552,23.00800010561943
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,37,122.04799801111221,23.584000766277313
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,38,119.1679984331131,22.752000018954277
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,39,118.1119978427887,22.752000018954277
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,40,118.367999792099,22.463999688625336
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,41,118.56000125408173,22.207999601960182
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,42,117.37599968910217,22.624000906944275
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,43,117.5680011510849,28.9280004799366
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,44,119.35999989509583,22.87999913096428
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,45,118.78400295972824,22.39999920129776
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,46,118.04799735546112,22.752000018954277
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,47,118.52800101041794,23.16799946129322
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,48,117.72800236940384,22.23999984562397
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,49,118.17599833011627,22.624000906944275
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,50,121.95199728012085,23.00800010561943
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,51,119.00799721479416,22.495999932289124
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,52,118.07999759912491,22.816000506281853
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,53,118.1119978427887,22.84800074994564
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,54,117.47200042009354,23.391999304294586
5,20260825T093704Z,mice_column_v1,0.01,0.009961593855016803,10.0,9.961593855016803,83,42,0,55,118.43200027942657,22.655999287962914
